Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Total.Incidents,Damage.Score,Severe.Damage.Frequency,Damage.Score.String
20001214X45316,LAX84FA107,1983-12-21,"TEHACHAPI, CA",UNITED STATES,FATAL(2),DESTROYED,PIPER,PA-28R-201T,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,UNK,PROBABLE CAUSE,2.0,,0,nan
20001214X45284,DEN84LA060,1983-12-24,"BIG PINEY, WY",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,425,NO,2.0,BUSINESS,0.0,0.0,0.0,6.0,IMC,PROBABLE CAUSE,6.0,,0,nan
20001214X45223,ATL84FA078,1983-12-28,"ST. CATHERINES, GA",UNITED STATES,FATAL(2),DESTROYED,BEECH,BE-36,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X45408,NYC84LA062,1983-12-28,"WEST MIFFLIN, PA",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-23-250,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38598,LAX84LA128,1984-01-01,"COOLIDGE, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,C-45H,NO,2.0,BUSINESS,0.0,0.0,0.0,11.0,VMC,PROBABLE CAUSE,11.0,,0,nan
20001214X38668,SEA84FA031,1984-01-02,"GARFIELD, WA",UNITED STATES,NON-FATAL,DESTROYED,PIPER,601P,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38588,LAX84FA134,1984-01-04,"REDDING, CA",UNITED STATES,FATAL(4),DESTROYED,CESSNA,P206,NO,1.0,BUSINESS,4.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38550,DEN84FA065,1984-01-05,"PROVO, UT",UNITED STATES,FATAL(1),DESTROYED,CESSNA,320C,NO,2.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38640,MKC84LA059,1984-01-08,"ELKADER, IA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172M,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38578,FTW84LA112,1984-01-10,"OKEMAH, OK",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,65-90,NO,2.0,BUSINESS,0.0,0.0,0.0,5.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20001214X38581,FTW84LA117,1984-01-12,"JAYTON, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,120,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38507,ATL84FA084,1984-01-17,"GREENVILLE, SC",UNITED STATES,FATAL(4),DESTROYED,ROCKWELL,690B,NO,2.0,BUSINESS,4.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38515,ATL84LA085,1984-01-18,"BECKLEY, WV",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-34-220T,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38619,LAX84LA162,1984-01-20,"FLAGSTAFF, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,K35,NO,1.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38552,DEN84FA073,1984-01-22,"HUNTINGTON, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,206L-1,NO,1.0,BUSINESS,0.0,4.0,1.0,2.0,VMC,PROBABLE CAUSE,7.0,,0,nan
20001214X38652,NYC84FA074,1984-01-24,"GROTON, CT",UNITED STATES,FATAL(3),DESTROYED,CESSNA,P210N,NO,1.0,BUSINESS,3.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,3.0,,0,nan
20001214X38562,DEN84LA074,1984-01-24,"ENGLEWOOD, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,210D,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38510,ATL84FLT02,1984-01-24,"MEMPHIS, TN",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-22-150,NO,1.0,BUSINESS,0.0,1.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38583,FTW84LA119,1984-01-25,"CEDAR HILL, TX",UNITED STATES,NON-FATAL,DESTROYED,BELL,206L-1,NO,1.0,BUSINESS,0.0,0.0,2.0,1.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001214X38613,LAX84LA156,1984-01-25,"VICTORVILLE, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,A-36,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38666,NYC84LA079,1984-01-29,"PHILADELPHIA, PA",UNITED STATES,NON-FATAL,SUBSTANTIAL,SWEARINGEN,SA-226T,NO,2.0,BUSINESS,0.0,0.0,0.0,9.0,UNK,PROBABLE CAUSE,9.0,,0,nan
20001214X38548,DCA84AA016,1984-01-30,"AVALON, CA",UNITED STATES,FATAL(6),DESTROYED,LEARJET,24,NO,2.0,BUSINESS,6.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,6.0,,0,nan
20001214X38742,DEN84FA081,1984-02-01,"CHESTER, MT",UNITED STATES,FATAL(1),DESTROYED,ENSTROM,F-28C,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38890,NYC84FA081,1984-02-03,"JAFFREY, NH",UNITED STATES,FATAL(2),DESTROYED,CESSNA,402,NO,2.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38809,LAX84LA163,1984-02-04,"SAN DIEGO, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,HUGHES,500C (369HS),NO,1.0,BUSINESS,0.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38767,FTW84FA126,1984-02-06,"HUGO, OK",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-30B,NO,2.0,BUSINESS,1.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38797,LAX84FA170,1984-02-08,"RIVIERA, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-31T,NO,2.0,BUSINESS,0.0,2.0,1.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001214X38774,FTW84LA130,1984-02-08,"BENAVIDES, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,47G-2A,NO,1.0,BUSINESS,0.0,0.0,1.0,1.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38693,ATL84FA093,1984-02-09,"BLUEFIELD, WV",UNITED STATES,FATAL(4),DESTROYED,PIPER,PA-32RT-300T,NO,1.0,BUSINESS,4.0,2.0,0.0,0.0,VMC,PROBABLE CAUSE,6.0,,0,nan
20001214X38816,LAX84LA173,1984-02-10,"RIVERSIDE, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,ROBINSON,R-22,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38706,ATL84LA094,1984-02-10,"MARION, SC",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,F33A,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38799,LAX84FA178,1984-02-12,"COYOTE, CA",UNITED STATES,FATAL(1),DESTROYED,BEECH,A-36,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,UNK,PROBABLE CAUSE,1.0,,0,nan
20001214X38688,ANC84IA035,1984-02-14,"ANCHORAGE, AK",UNITED STATES,INCIDENT,MINOR,BELL,47G-2A,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38718,CHI84FA110,1984-02-15,"SALEM, OH",UNITED STATES,FATAL(2),DESTROYED,CESSNA,177RG,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38856,MIA84LA085,1984-02-17,"ST AUGUSTINE, FL",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,95-B55,NO,2.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38858,MIA84LA087,1984-02-18,"TALLAHASSEE, FL",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,B-58,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38686,ANC84FA036,1984-02-20,"ANCHORAGE, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172N,NO,1.0,BUSINESS,0.0,2.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38786,FTW84LA144,1984-02-21,"REFUGIO, TX",UNITED STATES,NON-FATAL,DESTROYED,BELL,47G4A,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38878,MKC84LA081,1984-02-21,"MOUNTAIN VIEW, AR",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38762,DEN84LA098,1984-02-22,"SPANISH FORK, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,185C,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38737,CHI84LA117,1984-02-23,"TROY, MI",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,T-210N,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38738,CHI84LA120,1984-02-24,"LIMA, OH",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-32RT-300,NO,1.0,BUSINESS,0.0,0.0,1.0,3.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38893,NYC84FA092,1984-02-25,"DRYDEN, NY",UNITED STATES,NON-FATAL,DESTROYED,CESSNA,425,NO,2.0,BUSINESS,0.0,0.0,2.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38792,FTW84LA150,1984-02-26,"AMARILLO, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,UH-1B,NO,1.0,BUSINESS,0.0,0.0,2.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38888,MKC84LA095,1984-02-27,"PLEASANTON, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,182Q,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38907,NYC84LA094,1984-02-28,"FITCHBURG, MA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,500,NO,2.0,BUSINESS,0.0,0.0,0.0,7.0,VMC,PROBABLE CAUSE,7.0,,0,nan
20001214X38739,CHI84LA122,1984-02-29,"MARION, OH",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,R172K,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39170,SEA84FA064,1984-03-01,"STEVENSON, WA",UNITED STATES,FATAL(2),DESTROYED,CESSNA,U206,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39028,FTW84LA154,1984-03-03,"INTRACSTL CITY, LA",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELL,206L-1,NO,1.0,BUSINESS,0.0,2.0,1.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001214X38973,ATL84MA114,1984-03-05,"CULLMAN, AL",UNITED STATES,FATAL(6),DESTROYED,CESSNA,421B,NO,2.0,BUSINESS,6.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,6.0,,0,nan
20001214X38941,ATL84FA119A,1984-03-07,"BENSON, NC",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-31T,NO,2.0,BUSINESS,0.0,0.0,0.0,7.0,VMC,PROBABLE CAUSE,7.0,,0,nan
20001214X39098,MIA84LA100,1984-03-08,"ORMOND BEACH, FL",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172 M,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39006,DEN84FA307,1984-03-09,"MISSOULA, MT",UNITED STATES,FATAL(4),DESTROYED,ROCKWELL,112TCA,NO,1.0,BUSINESS,4.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38981,CHI84LA126,1984-03-11,"COLUMBUS, OH",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,BE-90,NO,2.0,BUSINESS,0.0,0.0,0.0,7.0,IMC,PROBABLE CAUSE,7.0,,0,nan
20001214X39173,SEA84FA071,1984-03-15,"HUMPHREY, ID",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-28RT-201T,NO,1.0,BUSINESS,1.0,0.0,1.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38985,CHI84LA132,1984-03-17,"GENESEE, WI",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,337A,NO,2.0,BUSINESS,0.0,0.0,2.0,4.0,VMC,PROBABLE CAUSE,6.0,,0,nan
20001214X39133,MKC84LA107,1984-03-18,"OLATHE, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,340,NO,2.0,BUSINESS,0.0,0.0,0.0,4.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38962,ATL84LA125,1984-03-19,"SUPPLY, NC",UNITED STATES,NON-FATAL,SUBSTANTIAL,HUGHES,269,NO,1.0,BUSINESS,0.0,2.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X38942,ATL84FA126,1984-03-20,"FLETCHER, NC",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-34-200T,NO,2.0,BUSINESS,1.0,0.0,5.0,0.0,VMC,PROBABLE CAUSE,6.0,,0,nan
20001214X39072,LAX84LA225,1984-03-20,"TUCSON, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-24-180,NO,1.0,BUSINESS,0.0,1.0,2.0,1.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38986,CHI84LA133,1984-03-20,"ST. IGNACE, MI",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-32-260,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39144,NYC84FA114,1984-03-21,"ONEONTA, NY",UNITED STATES,FATAL(5),DESTROYED,PIPER,PA-31-350,NO,2.0,BUSINESS,5.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,5.0,,0,nan
20001214X38988,CHI84LA135,1984-03-21,"JOLIET, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,421C,NO,2.0,BUSINESS,0.0,0.0,0.0,4.0,IMC,PROBABLE CAUSE,4.0,,0,nan
20001214X38964,ATL84LA128,1984-03-26,"TIFTON, GA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,337E,NO,2.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39045,FTW84LA178,1984-03-27,"HASKELL, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-32-301T,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38952,ATL84IA134,1984-03-28,"HERNDON, VA",UNITED STATES,INCIDENT,MINOR,BEECH,C90,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39081,LAX84LA235,1984-03-28,"TEMPLE BAR, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELLANCA,14-19-3,NO,1.0,BUSINESS,0.0,2.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39003,DEN84FA119,1984-03-28,"RANGELY, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,65-A90,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X38994,CHI84LA143,1984-03-28,"WEST CHICAGO, IL",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,P210N,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39395,NYC84LA130,1984-04-03,"COLTS NECK, NJ",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,150K,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39301,LAX84LA240,1984-04-03,"PHOENIX, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,95-B55,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39360,MKC84FA116,1984-04-04,"FAYETTEVILLE, AR",UNITED STATES,FATAL(2),DESTROYED,CESSNA,310I,NO,2.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39199,ATL84LA140,1984-04-04,"WINNSBORO, SC",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172N,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39410,SEA84FA078,1984-04-05,"BAKER, OR",UNITED STATES,FATAL(2),DESTROYED,BEECH,N35,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39377,NYC84FA135,1984-04-06,"JOHNSTOWN, PA",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-34-200T,NO,2.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39192,ATL84FA141,1984-04-06,"NW.OF ABINGDON, VA",UNITED STATES,FATAL(2),DESTROYED,CESSNA,182Q,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39361,MKC84FA119,1984-04-07,"MEMPHIS, MO",UNITED STATES,FATAL(2),DESTROYED,PIPER,PA-28R-201T,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39187,ANC84LA053,1984-04-07,"EGEGIK, AK",UNITED STATES,NON-FATAL,DESTROYED,BEECH,BE-18D,NO,2.0,BUSINESS,0.0,0.0,0.0,2.0,IMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39422,SEA84LA086,1984-04-11,"NEAH BAY, WA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,182Q,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39213,CHI84FA153,1984-04-15,"GARY, IN",UNITED STATES,FATAL(1),DESTROYED,MOONEY,M20C,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39279,FTW84LA201,1984-04-15,"GRAND ISLE, LA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,A185F,NO,1.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001214X39381,NYC84FA143,1984-04-18,"CONCORD, MA",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-28R-200,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39298,LAX84FA460,1984-04-18,"BAKERSFIELD, CA",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-28-161,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39282,FTW84LA204,1984-04-18,"PURCELL, OK",UNITED STATES,NON-FATAL,DESTROYED,"BEASLEY, GERALD L.",VARIEZE,YES,1.0,BUSINESS,0.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39191,ANC84LA058,1984-04-21,"VENETIE, AK",UNITED STATES,NON-FATAL,DESTROYED,FAIRCHILD,C-119,NO,2.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001214X39211,ATL84MA148,1984-04-23,"MT AIRY, GA",UNITED STATES,FATAL(6),DESTROYED,PIPER,PA-34-220T,NO,2.0,BUSINESS,6.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,6.0,,0,nan
20001214X39318,LAX84LA266,1984-04-23,"NOGALES, AZ",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,185,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39382,NYC84FA148,1984-04-24,"HOPWOOD, PA",UNITED STATES,FATAL(1),DESTROYED,PIPER,PA-32RT-300,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39383,NYC84FA149,1984-04-26,"TURNER, ME",UNITED STATES,FATAL(1),DESTROYED,CESSNA,170B,NO,1.0,BUSINESS,1.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39258,DEN84LA140,1984-04-30,"MOAB, UT",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,F35,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39499,CHI84LA173,1984-05-01,"MINNEAPOLIS, MN",UNITED STATES,NON-FATAL,SUBSTANTIAL,BEECH,A36,NO,1.0,BUSINESS,0.0,0.0,0.0,4.0,VMC,PROBABLE CAUSE,4.0,,0,nan
20001214X39749,SEA84FA102,1984-05-04,"LOVELOCK, NV",UNITED STATES,FATAL(2),DESTROYED,CESSNA,140,NO,1.0,BUSINESS,2.0,0.0,0.0,0.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39664,MIA84FA161,1984-05-05,"SANFORD, FL",UNITED STATES,NON-FATAL,DESTROYED,BEECH,35,NO,1.0,BUSINESS,0.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39754,SEA84LA103,1984-05-08,"TOUCHET, WA",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-28-235,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39689,MKC84LA135,1984-05-09,"PLEASANT HILL, MO",UNITED STATES,NON-FATAL,SUBSTANTIAL,GULFSTREAM AMERICAN,AA5A,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39510,CHI84LA186,1984-05-13,"RENSSELAER, IN",UNITED STATES,NON-FATAL,SUBSTANTIAL,HUGHES,500D,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39448,ANC84LA069,1984-05-14,"SOLDOTNA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,STINSON,108-3,NO,1.0,BUSINESS,0.0,1.0,0.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39752,SEA84FA113,1984-05-19,"GLENEDEN BEACH, OR",UNITED STATES,FATAL(1),DESTROYED,CESSNA,150F,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39564,DEN84LA160,1984-05-22,"ENGLEWOOD, CO",UNITED STATES,NON-FATAL,SUBSTANTIAL,PIPER,PA-34-220T,NO,2.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39594,FTW84LA239,1984-05-23,"SAN ANTONIO, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172,NO,1.0,BUSINESS,0.0,0.0,0.0,3.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001214X39542,DEN84FA155,1984-05-25,"BROADUS, MT",UNITED STATES,FATAL(1),SUBSTANTIAL,CESSNA,180H,NO,1.0,BUSINESS,1.0,2.0,0.0,0.0,VMC,PROBABLE CAUSE,3.0,,0,nan
20001214X39572,FTW84FA242,1984-05-26,"WEWOKA, OK",UNITED STATES,FATAL(1),DESTROYED,BEECH,BE35G,NO,1.0,BUSINESS,1.0,0.0,0.0,0.0,IMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39610,FTW84LA259,1984-05-31,"ANDREWS, TX",UNITED STATES,NON-FATAL,SUBSTANTIAL,ROBINSON,R22,NO,1.0,BUSINESS,0.0,1.0,0.0,1.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39989,LAX84LA335,1984-06-02,"SAN FERNANDO, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172M,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39985,LAX84LA331A,1984-06-03,"REDLANDS, CA",UNITED STATES,NON-FATAL,DESTROYED,PITTS,S2A,YES,1.0,BUSINESS,0.0,0.0,1.0,1.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39985,LAX84LA331B,1984-06-03,"REDLANDS, CA",UNITED STATES,NON-FATAL,SUBSTANTIAL,PITTS,S2A,YES,1.0,BUSINESS,0.0,0.0,1.0,1.0,VMC,PROBABLE CAUSE,2.0,,0,nan
20001214X39913,DEN84LA178,1984-06-06,"DOVE CREEK, CO",UNITED STATES,NON-FATAL,DESTROYED,BEECH,V35A,NO,1.0,BUSINESS,0.0,0.0,0.0,2.0,UNK,PROBABLE CAUSE,2.0,,0,nan
20001214X40054,MKC84LA161,1984-06-07,"WICHITA, KS",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,172P,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39849,CHI84LA223,1984-06-08,"MARYSVILLE, OH",UNITED STATES,NON-FATAL,SUBSTANTIAL,BELLANCA,17-30A,NO,1.0,BUSINESS,0.0,0.0,1.0,0.0,VMC,PROBABLE CAUSE,1.0,,0,nan
20001214X39784,ANC84LA087,1984-06-08,"KANTISHNA, AK",UNITED STATES,NON-FATAL,SUBSTANTIAL,CESSNA,A188B,NO,1.0,BUSINESS,0.0,0.0,0.0,1.0,VMC,PROBABLE CAUSE,1.0,,0,nan
